Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","BC1095TR-ND,BC1095CT-ND","K103K15X7RF5TH5","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 10000PF 50V X7R RADIAL","17,835","0.23","0","1","Tape & Reel (TR),Cut Tape (CT)","Mono-Kap™ K","Active","10000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.260"" (6.60mm)","-","0.197"" (5.00mm)","Formed Leads"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","K103K15X7RF53H5-ND","K103K15X7RF53H5","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 10000PF 50V X7R RADIAL","17,122","0.23","0","1","Bulk","Mono-Kap™ K","Active","10000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.260"" (6.60mm)","-","0.197"" (5.00mm)","Formed Leads"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","BC5132-ND","K102K15X7RF53L2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 1000PF 50V X7R RADIAL","16,877","0.23","0","1","Bulk","Mono-Kap™ K","Active","1000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-173170-1-ND,445-173170-3-ND","FG18C0G1H101JNT06","TDK Corporation","TDK Corporation","CAP CER 100PF 50V C0G RADIAL","16,382","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","100 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","BC5227CT-ND,BC5227TB-ND","K103K15X7RF5UL2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 10000PF 50V X7R RADIAL","15,811","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","Mono-Kap™ K","Active","10000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-173274-1-ND,445-173274-3-ND","FG18X7R1H472KNT06","TDK Corporation","TDK Corporation","CAP CER 4700PF 50V X7R RADIAL","14,095","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","4700 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://search.kemet.com/download/datasheet/C320C104K5R5TA7317","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2503/GOLDENMAX%20300%20C0G%2C%20NP0.jpg","399-14036-1-ND,399-14036-3-ND","C320C104K5R5TA7317","KEMET","KEMET","CAP CER 0.1UF 50V X7R RADIAL","13,593","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","GoldMax 300 Comm X7R","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.200"" L x 0.125"" W (5.08mm x 3.18mm)","0.290"" (7.36mm)","-","0.100"" (2.54mm)","Straight"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","BC2663CT-ND,BC2663TB-ND","K103K10X7RH5UH5","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 10000PF 100V X7R RADIAL","12,604","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","Mono-Kap™ K","Active","10000 pF","±10%","100V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.142"" L x 0.091"" W (3.60mm x 2.30mm)","0.244"" (6.20mm)","-","0.197"" (5.00mm)","Formed Leads"
"https://search.kemet.com/download/datasheet/C320C104K5R5TA7303","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/631/GoldenMax32-SERIES.jpg","399-9871-2-ND,399-9871-1-ND","C320C104K5R5TA7303","KEMET","KEMET","CAP CER 0.1UF 50V X7R RADIAL","12,411","0.23","0","1","Tape & Reel (TR),Cut Tape (CT)","GoldMax 300 Comm X7R","Active","0.1 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.200"" L x 0.125"" W (5.08mm x 3.18mm)","0.290"" (7.36mm)","-","0.100"" (2.54mm)","Straight"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-173471-1-ND,445-173471-3-ND","FG28C0G1H100DNT06","TDK Corporation","TDK Corporation","CAP CER 10PF 50V C0G RADIAL","8,062","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","10 pF","±0.5pF","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-173472-1-ND,445-173472-3-ND","FG28C0G1H101JNT06","TDK Corporation","TDK Corporation","CAP CER 100PF 50V C0G RADIAL","7,304","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","100 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-173593-1-ND,445-173593-3-ND","FG28X7R1H223KNT06","TDK Corporation","TDK Corporation","CAP CER 0.022UF 50V X7R RADIAL","5,565","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","0.022 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-173592-1-ND,445-173592-3-ND","FG28X7R1H222KNT06","TDK Corporation","TDK Corporation","CAP CER 2200PF 50V X7R RADIAL","5,254","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","2200 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-173485-1-ND,445-173485-3-ND","FG28C0G1H220JNT06","TDK Corporation","TDK Corporation","CAP CER 22PF 50V C0G RADIAL","4,133","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","22 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-173587-1-ND,445-173587-3-ND","FG28X7R1H103KNT06","TDK Corporation","TDK Corporation","CAP CER 10000PF 50V X7R RADIAL","2,571","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","10000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-181235-ND","FG18C0G1H220JNT00","TDK Corporation","TDK Corporation","CAP CER 22PF 50V C0G RADIAL","2,508","0.23","0","1","Bulk","FG","Active","22 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-173499-1-ND,445-173499-3-ND","FG28C0G1H470JNT06","TDK Corporation","TDK Corporation","CAP CER 47PF 50V C0G RADIAL","2,498","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","47 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-173264-1-ND,445-173264-3-ND","FG18X7R1H103KNT06","TDK Corporation","TDK Corporation","CAP CER 10000PF 50V X7R RADIAL","1,992","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","10000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-173196-1-ND,445-173196-3-ND","FG18C0G1H470JNT06","TDK Corporation","TDK Corporation","CAP CER 47PF 50V C0G RADIAL","1,893","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","47 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://search.kemet.com/download/datasheet/C320C153K5R5TA","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2503/GOLDENMAX%20300%20C0G%2C%20NP0.jpg","399-4274-ND","C320C153K5R5TA","KEMET","KEMET","CAP CER 0.015UF 50V X7R RADIAL","1,868","0.23","0","1","Bulk","GoldMax 300 Comm X7R","Active","0.015 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.200"" L x 0.125"" W (5.08mm x 3.18mm)","0.290"" (7.36mm)","-","0.100"" (2.54mm)","Straight"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-173169-1-ND,445-173169-3-ND","FG18C0G1H100DNT06","TDK Corporation","TDK Corporation","CAP CER 10PF 50V C0G RADIAL","1,517","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","10 pF","±0.5pF","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","BC1093TR-ND,BC1093CT-ND","K472K15X7RF5TH5","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 4700PF 50V X7R RADIAL","22,569","0.23","0","1","Tape & Reel (TR),Cut Tape (CT)","Mono-Kap™ K","Active","4700 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.260"" (6.60mm)","-","0.197"" (5.00mm)","Formed Leads"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/Mono-Kap%20H5.jpg","56-K103K10X7RH5TH5TR-ND,56-K103K10X7RH5TH5CT-ND","K103K10X7RH5TH5","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 10000PF 100V X7R RADIAL","22,407","0.23","0","1","Tape & Reel (TR),Cut Tape (CT)","Mono-Kap™ K","Active","10000 pF","±10%","100V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.142"" L x 0.091"" W (3.60mm x 2.30mm)","0.244"" (6.20mm)","-","0.197"" (5.00mm)","Formed Leads"
"https://www.vishay.com/docs/28549/dseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/631/D256-SERIES.jpg","D272K25Y5PH63L2R-ND","D272K25Y5PH63L2R","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 2700PF 100V Y5P RADIAL","19,295","0.23","0","1","Bulk","D","Active","2700 pF","±10%","100V","Y5P (B)","-30°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial, Disc","0.256"" Dia (6.50mm)","-","-","0.098"" (2.50mm)","Straight"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-181264-ND","FG28C0G1H100DNT00","TDK Corporation","TDK Corporation","CAP CER 10PF 50V C0G RADIAL","2,208","0.23","0","1","Bulk","FG","Active","10 pF","±0.5pF","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://content.kemet.com/datasheets/KEM_C1050_GOLDMAX_X7R.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2503/GOLDENMAX%20300%20C0G%2C%20NP0.jpg","399-14080-ND","C315C102M1R5TA","KEMET","KEMET","CAP CER 1000PF 20% 100V X7R RAD","1,834","0.23","0","1","Bulk","GoldMax 300 Comm X7R","Active","1000 pF","±20%","100V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.150"" L x 0.100"" W (3.81mm x 2.54mm)","0.183"" (4.66mm)","-","0.100"" (2.54mm)","Straight"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-181737-ND","FG18C0G1H470JNT00","TDK Corporation","TDK Corporation","CAP CER 47PF 50V C0G RADIAL","1,779","0.23","0","1","Bulk","FG","Active","47 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-181754-ND","FG28C0G1H220JNT00","TDK Corporation","TDK Corporation","CAP CER 22PF 50V C0G RADIAL","1,304","0.23","0","1","Bulk","FG","Active","22 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-173269-1-ND,445-173269-3-ND","FG18X7R1H223KNT06","TDK Corporation","TDK Corporation","CAP CER 0.022UF 50V X7R RADIAL","1,275","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","0.022 µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","56-K102M15X7RF5UL2CT-ND,56-K102M15X7RF5UL2TB-ND","K102M15X7RF5UL2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 1000PF 50V X7R RADIAL","19,004","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","Mono-Kap™ K","Active","1000 pF","±20%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-173268-1-ND,445-173268-3-ND","FG18X7R1H222KNT06","TDK Corporation","TDK Corporation","CAP CER 2200PF 50V X7R RADIAL","2,472","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","2200 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-173598-1-ND,445-173598-3-ND","FG28X7R1H472KNT06","TDK Corporation","TDK Corporation","CAP CER 4700PF 50V X7R RADIAL","1,627","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","4700 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://www.vishay.com/docs/45171/kseries.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/56_K102K15X7RF5TL2.jpg","56-K103M15X7RF5TL2TR-ND,56-K103M15X7RF5TL2CT-ND","K103M15X7RF5TL2","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP CER 10000PF 50V X7R RADIAL","19,878","0.23","0","1","Tape & Reel (TR),Cut Tape (CT)","Mono-Kap™ K","Active","10000 pF","±20%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.102"" W (4.00mm x 2.60mm)","0.220"" (5.60mm)","-","0.098"" (2.50mm)","Straight"
"https://search.kemet.com/download/datasheet/C326C104K1R5TA","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1026/MFG_GoldMax_300-X7R.jpg","399-C326C104K1R5TA-ND","C326C104K1R5TA","KEMET","KEMET","CAP CER 0.1UF 100V X7R RADIAL","1,742","0.23","0","1","Bulk","GoldMax 300 Comm X7R","Active","0.1 µF","±10%","100V","X7R","-55°C ~ 125°C","-","-","Bypass, Decoupling","-","Through Hole","Radial","0.200"" L x 0.125"" W (5.08mm x 3.18mm)","0.300"" (7.62mm)","-","0.100"" (2.54mm)","Formed Leads - Kinked"
"https://search.kemet.com/download/datasheet/C315C471K1G5TA","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2503/GOLDENMAX%20300%20C0G%2C%20NP0.jpg","399-13987-ND","C315C471K1G5TA","KEMET","KEMET","CAP CER 470PF 10% 100V C0G RAD","983","0.23","0","1","Bulk","GoldMax 300 Comm C0G","Active","470 pF","±10%","100V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Through Hole","Radial","0.150"" L x 0.100"" W (3.81mm x 2.54mm)","0.183"" (4.66mm)","-","0.100"" (2.54mm)","Straight"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-181269-ND","FG28C0G1H470JNT00","TDK Corporation","TDK Corporation","CAP CER 47PF 50V C0G RADIAL","725","0.23","0","1","Bulk","FG","Active","47 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-FG28C0G1H101JNT00-ND","FG28C0G1H101JNT00","TDK Corporation","TDK Corporation","CAP CER 100PF 50V C0G RADIAL","378","0.23","0","1","Bulk","FG","Active","100 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-181731-ND","FG18C0G1H101JNT00","TDK Corporation","TDK Corporation","CAP CER 100PF 50V C0G RADIAL","725","0.23","0","1","Bulk","FG","Active","100 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1110/FG28_Type.jpg","445-181762-ND","FG28X7R1H103KNT00","TDK Corporation","TDK Corporation","CAP CER 10000PF 50V X7R RADIAL","242","0.23","0","1","Bulk","FG","Active","10000 pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.197"" (5.00mm)","Formed Leads - Kinked"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-173182-1-ND,445-173182-3-ND","FG18C0G1H220JNT06","TDK Corporation","TDK Corporation","CAP CER 22PF 50V C0G RADIAL","237","0.23","0","1","Cut Tape (CT),Tape & Box (TB)","FG","Active","22 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/lead-mlcc/catalog/leadmlcc_halogenfree_fg_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1206/FG18_Type.jpg","445-175534-ND","FG18C0G1H100DNT00","TDK Corporation","TDK Corporation","CAP CER 10PF 50V C0G RADIAL","206","0.23","0","1","Bulk","FG","Active","10 pF","±0.5pF","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)","-","0.098"" (2.50mm)","Formed Leads"
"https://search.kemet.com/download/datasheet/C322C682K1R5TA","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2079/Goldmax%2C-300.jpg","399-4378-ND","C322C682K1R5TA","KEMET","KEMET","CAP CER 6800PF 100V X7R RADIAL","665","0.23","0","1","Bulk","GoldMax 300 Comm X7R","Active","6800 pF","±10%","100V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Through Hole","Radial","0.200"" L x 0.125"" W (5.08mm x 3.18mm)","0.260"" (6.60mm)","-","0.200"" (5.08mm)","Formed Leads"
